family,topo_name,size_param,tpattern,n_servers,n_switches,switch_radix,n_links,path_mean,path_std,path_max,hop_mean,hop_std,flows_link_mean,flows_link_std,flows_link_max,flows_bottleneck,flows_over_mean,p_flows_connected
SlimFly,slimfly_17,17,random_5000,7514.0,578.0,38.0,29478.0,3.9515333333333333,0.22491833333333333,4.0,0.9998,0.011380000000000001,0.670251,0.820758,6.0,9587995.196825333,84237368.28269033,100.0
SlimFly,slimfly_17,17,random_50000,7514.0,578.0,38.0,29478.0,3.95278,0.22451200000000002,4.0,0.9998133333333333,0.013534,6.7046269999999994,2.6598539999999997,19.666666666666668,2872153.9964913335,8421079.666608334,100.0
SlimFly,slimfly_17,17,shift_1,7514.0,578.0,38.0,29478.0,2.117647,0.43044,4.0,1.0,0.0,0.539792,0.498423,1.0,56452682.0,104596132.333333,100.0
SlimFly,slimfly_17,17,shift_10,7514.0,578.0,38.0,29478.0,3.176471,0.7790690000000001,4.0,1.0,0.0,0.809689,1.689127,10.0,5645268.2,69730754.888889,100.0
SlimFly,slimfly_17,17,shift_100,7514.0,578.0,38.0,29478.0,3.726244,0.445915,4.0,1.0,0.0,0.949827,1.832291,18.0,3136260.111111,59442610.724954,100.0
SlimFly,slimfly_3,3,alltoone,54.0,18.0,8.0,198.0,3.574074,0.742303,4.0,0.981481,0.136083,0.9747470000000001,4.100807,53.0,54.0,2991.5440409999997,100.0
SlimFly,slimfly_3,3,hotregion_10,54.0,18.0,8.0,198.0,3.5,0.7299003333333333,4.0,0.9666666666666667,0.10540933333333334,0.17676766666666666,0.40374366666666667,1.6666666666666667,1908.0,16557.102167333334,100.0
SlimFly,slimfly_3,3,hotregion_100,54.0,18.0,8.0,198.0,3.606666666666667,0.694617,4.0,0.9866666666666667,0.11356833333333334,1.821549,1.6444333333333334,9.0,318.0,1600.846409,100.0
SlimFly,slimfly_3,3,hotregion_500,54.0,18.0,8.0,198.0,3.5593333333333335,0.7527743333333333,4.0,0.9793333333333333,0.13941800000000001,8.988215666666667,5.7655036666666675,36.0,79.626391,324.466156,100.0
SlimFly,slimfly_3,3,onetoall,54.0,18.0,8.0,198.0,3.574074,0.742303,4.0,0.981481,0.136083,0.9747470000000001,4.199875,53.0,54.0,2991.5440409999997,100.0
SlimFly,slimfly_3,3,random_10000,54.0,18.0,8.0,198.0,3.5728000000000004,0.7367083333333334,4.0,0.9815,0.1346183333333333,180.44444433333334,33.525709666666664,254.66666666666666,11.249783333333333,16.160115,100.0
SlimFly,slimfly_3,3,random_100000,54.0,18.0,8.0,198.0,3.5722633333333333,0.7390703333333333,4.0,0.98104,0.13638133333333333,1804.1734003333333,309.9978736666667,2283.3333333333335,1.2534729999999998,1.6162536666666665,100.0
SlimFly,slimfly_3,3,random_5000,54.0,18.0,8.0,198.0,3.5734,0.7303936666666666,4.0,0.9823333333333334,0.13173466666666667,90.23737366666667,18.070378333333334,134.66666666666666,21.260652333333336,32.31505533333333,100.0
SlimFly,slimfly_3,3,random_50000,54.0,18.0,8.0,198.0,3.573206666666667,0.738302,4.0,0.98114,0.13600066666666666,902.3249156666667,156.56348266666666,1159.6666666666667,2.468099666666667,3.231653,100.0
SlimFly,slimfly_3,3,shift_1,54.0,18.0,8.0,198.0,2.444444,0.691366,4.0,1.0,0.0,0.666667,0.472599,1.0,2862.0,4374.0,100.0
SlimFly,slimfly_3,3,shift_10,54.0,18.0,8.0,198.0,3.759259,0.431548,4.0,1.0,0.0,1.025253,0.729626,3.0,954.0,2844.17734,100.0
SlimFly,slimfly_3,3,shift_100,54.0,18.0,8.0,198.0,3.666667,0.47583100000000006,4.0,1.0,0.0,1.0,0.690766,3.0,954.0,2916.0,100.0
