#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./megafly_p8_a16_h8_min_sequential_fr0.00_seed42.2026.05.12.12.15_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
        0        21 0.00021         0        21 0.00021         7         3 0.00014 
        1     99979 0.99979         2       158 0.00158         8         3 0.00014 
      nan       nan     nan         4      1324 0.01324         9         9 0.00043 
      nan       nan     nan         5     98497 0.98497        10        10 0.00048 
      nan       nan     nan       nan       nan     nan        11        37 0.00178 
      nan       nan     nan       nan       nan     nan        12        76 0.00365 
      nan       nan     nan       nan       nan     nan        13       105 0.00505 
      nan       nan     nan       nan       nan     nan        14       200 0.00962 
      nan       nan     nan       nan       nan     nan        15       316 0.01519 
      nan       nan     nan       nan       nan     nan        16       478 0.02298 
      nan       nan     nan       nan       nan     nan        17       594 0.02856 
      nan       nan     nan       nan       nan     nan        18       888 0.04269 
      nan       nan     nan       nan       nan     nan        19      1061 0.05101 
      nan       nan     nan       nan       nan     nan        20      1351 0.06495 
      nan       nan     nan       nan       nan     nan        21      1466 0.07048 
      nan       nan     nan       nan       nan     nan        22      1643 0.07899 
      nan       nan     nan       nan       nan     nan        23      1740 0.08365 
      nan       nan     nan       nan       nan     nan        24      1635 0.07861 
      nan       nan     nan       nan       nan     nan        25      1642 0.07894 
      nan       nan     nan       nan       nan     nan        26      1360 0.06538 
      nan       nan     nan       nan       nan     nan        27      1292 0.06212 
      nan       nan     nan       nan       nan     nan        28      1178 0.05663 
      nan       nan     nan       nan       nan     nan        29      1041 0.05005 
      nan       nan     nan       nan       nan     nan        30       734 0.03529 
      nan       nan     nan       nan       nan     nan        31       596 0.02865 
      nan       nan     nan       nan       nan     nan        32       420 0.02019 
      nan       nan     nan       nan       nan     nan        33       293 0.01409 
      nan       nan     nan       nan       nan     nan        34       205 0.00986 
      nan       nan     nan       nan       nan     nan        35       170 0.00817 
      nan       nan     nan       nan       nan     nan        36       104 0.00500 
      nan       nan     nan       nan       nan     nan        37        50 0.00240 
      nan       nan     nan       nan       nan     nan        38        35 0.00168 
      nan       nan     nan       nan       nan     nan        39        22 0.00106 
      nan       nan     nan       nan       nan     nan        40        18 0.00087 
      nan       nan     nan       nan       nan     nan        41        14 0.00067 
      nan       nan     nan       nan       nan     nan        42         4 0.00019 
      nan       nan     nan       nan       nan     nan        43         2 0.00010 
      nan       nan     nan       nan       nan     nan        44         3 0.00014 
      nan       nan     nan       nan       nan     nan        45         1 0.00005 
      nan       nan     nan       nan       nan     nan        47         1 0.00005 
