#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./slimfly_p10_a13_h13_min_sequential_fr0.00_seed99.2026.05.12.12.15_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
        0        27 0.00027         0        27 0.00027        11         2 0.00015 
        1     99973 0.99973         2       265 0.00265        12         6 0.00046 
      nan       nan     nan         3      5593 0.05593        13        14 0.00106 
      nan       nan     nan         4     94115 0.94115        14        19 0.00144 
      nan       nan     nan       nan       nan     nan        15        19 0.00144 
      nan       nan     nan       nan       nan     nan        16        44 0.00334 
      nan       nan     nan       nan       nan     nan        17        71 0.00539 
      nan       nan     nan       nan       nan     nan        18       109 0.00827 
      nan       nan     nan       nan       nan     nan        19       183 0.01388 
      nan       nan     nan       nan       nan     nan        20       226 0.01714 
      nan       nan     nan       nan       nan     nan        21       287 0.02177 
      nan       nan     nan       nan       nan     nan        22       352 0.02670 
      nan       nan     nan       nan       nan     nan        23       513 0.03892 
      nan       nan     nan       nan       nan     nan        24       580 0.04400 
      nan       nan     nan       nan       nan     nan        25       672 0.05098 
      nan       nan     nan       nan       nan     nan        26       795 0.06031 
      nan       nan     nan       nan       nan     nan        27       785 0.05955 
      nan       nan     nan       nan       nan     nan        28       845 0.06410 
      nan       nan     nan       nan       nan     nan        29       883 0.06699 
      nan       nan     nan       nan       nan     nan        30       872 0.06615 
      nan       nan     nan       nan       nan     nan        31       859 0.06516 
      nan       nan     nan       nan       nan     nan        32       772 0.05856 
      nan       nan     nan       nan       nan     nan        33       757 0.05743 
      nan       nan     nan       nan       nan     nan        34       669 0.05075 
      nan       nan     nan       nan       nan     nan        35       623 0.04726 
      nan       nan     nan       nan       nan     nan        36       493 0.03740 
      nan       nan     nan       nan       nan     nan        37       429 0.03254 
      nan       nan     nan       nan       nan     nan        38       306 0.02321 
      nan       nan     nan       nan       nan     nan        39       248 0.01881 
      nan       nan     nan       nan       nan     nan        40       204 0.01548 
      nan       nan     nan       nan       nan     nan        41       170 0.01290 
      nan       nan     nan       nan       nan     nan        42       109 0.00827 
      nan       nan     nan       nan       nan     nan        43        76 0.00577 
      nan       nan     nan       nan       nan     nan        44        53 0.00402 
      nan       nan     nan       nan       nan     nan        45        44 0.00334 
      nan       nan     nan       nan       nan     nan        46        33 0.00250 
      nan       nan     nan       nan       nan     nan        47        27 0.00205 
      nan       nan     nan       nan       nan     nan        48        15 0.00114 
      nan       nan     nan       nan       nan     nan        49         9 0.00068 
      nan       nan     nan       nan       nan     nan        50         1 0.00008 
      nan       nan     nan       nan       nan     nan        51         3 0.00023 
      nan       nan     nan       nan       nan     nan        52         2 0.00015 
      nan       nan     nan       nan       nan     nan        53         1 0.00008 
      nan       nan     nan       nan       nan     nan        54         2 0.00015 
