#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./slimfly_p4_a5_h5_min_sequential_fr0.00_seed13.2026.06.09.21.55_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
      nan       nan     nan       nan       nan     nan       524        14 0.01867 
      nan       nan     nan       nan       nan     nan       525        11 0.01467 
      nan       nan     nan       nan       nan     nan       526        11 0.01467 
      nan       nan     nan       nan       nan     nan       527        12 0.01600 
      nan       nan     nan       nan       nan     nan       528        10 0.01333 
      nan       nan     nan       nan       nan     nan       529         9 0.01200 
      nan       nan     nan       nan       nan     nan       530        10 0.01333 
      nan       nan     nan       nan       nan     nan       531         6 0.00800 
      nan       nan     nan       nan       nan     nan       532         6 0.00800 
      nan       nan     nan       nan       nan     nan       533         6 0.00800 
      nan       nan     nan       nan       nan     nan       534         7 0.00933 
      nan       nan     nan       nan       nan     nan       535         7 0.00933 
      nan       nan     nan       nan       nan     nan       536         6 0.00800 
      nan       nan     nan       nan       nan     nan       537         7 0.00933 
      nan       nan     nan       nan       nan     nan       538         2 0.00267 
      nan       nan     nan       nan       nan     nan       539         3 0.00400 
      nan       nan     nan       nan       nan     nan       540         7 0.00933 
      nan       nan     nan       nan       nan     nan       541         4 0.00533 
      nan       nan     nan       nan       nan     nan       542         8 0.01067 
      nan       nan     nan       nan       nan     nan       543         5 0.00667 
      nan       nan     nan       nan       nan     nan       544         7 0.00933 
      nan       nan     nan       nan       nan     nan       545         3 0.00400 
      nan       nan     nan       nan       nan     nan       546         4 0.00533 
      nan       nan     nan       nan       nan     nan       548         1 0.00133 
      nan       nan     nan       nan       nan     nan       549         2 0.00267 
      nan       nan     nan       nan       nan     nan       550         1 0.00133 
      nan       nan     nan       nan       nan     nan       551         3 0.00400 
      nan       nan     nan       nan       nan     nan       552         4 0.00533 
      nan       nan     nan       nan       nan     nan       553         4 0.00533 
      nan       nan     nan       nan       nan     nan       554         2 0.00267 
      nan       nan     nan       nan       nan     nan       555         3 0.00400 
      nan       nan     nan       nan       nan     nan       556         1 0.00133 
      nan       nan     nan       nan       nan     nan       557         4 0.00533 
      nan       nan     nan       nan       nan     nan       558         2 0.00267 
      nan       nan     nan       nan       nan     nan       560         2 0.00267 
      nan       nan     nan       nan       nan     nan       561         4 0.00533 
      nan       nan     nan       nan       nan     nan       563         3 0.00400 
      nan       nan     nan       nan       nan     nan       565         1 0.00133 
      nan       nan     nan       nan       nan     nan       566         1 0.00133 
      nan       nan     nan       nan       nan     nan       567         1 0.00133 
      nan       nan     nan       nan       nan     nan       568         1 0.00133 
      nan       nan     nan       nan       nan     nan       569         2 0.00267 
      nan       nan     nan       nan       nan     nan       570         1 0.00133 
      nan       nan     nan       nan       nan     nan       571         1 0.00133 
      nan       nan     nan       nan       nan     nan       572         1 0.00133 
      nan       nan     nan       nan       nan     nan       576         1 0.00133 
      nan       nan     nan       nan       nan     nan       585         1 0.00133 
      nan       nan     nan       nan       nan     nan       586         1 0.00133 
      nan       nan     nan       nan       nan     nan       590         1 0.00133 
      nan       nan     nan       nan       nan     nan       591         1 0.00133 
