#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./slimfly_p4_a5_h5_min_sequential_fr0.00_seed42.2026.05.12.12.15_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
        0       505 0.00505         0       505 0.00505       434         1 0.00133 
        1     99495 0.99495         2      1472 0.01472       438         1 0.00133 
      nan       nan     nan         3     14014 0.14014       440         1 0.00133 
      nan       nan     nan         4     84009 0.84009       441         1 0.00133 
      nan       nan     nan       nan       nan     nan       443         1 0.00133 
      nan       nan     nan       nan       nan     nan       448         1 0.00133 
      nan       nan     nan       nan       nan     nan       449         2 0.00267 
      nan       nan     nan       nan       nan     nan       450         3 0.00400 
      nan       nan     nan       nan       nan     nan       452         1 0.00133 
      nan       nan     nan       nan       nan     nan       456         1 0.00133 
      nan       nan     nan       nan       nan     nan       458         2 0.00267 
      nan       nan     nan       nan       nan     nan       459         4 0.00533 
      nan       nan     nan       nan       nan     nan       460         3 0.00400 
      nan       nan     nan       nan       nan     nan       461         1 0.00133 
      nan       nan     nan       nan       nan     nan       462         1 0.00133 
      nan       nan     nan       nan       nan     nan       463         2 0.00267 
      nan       nan     nan       nan       nan     nan       464         3 0.00400 
      nan       nan     nan       nan       nan     nan       465         3 0.00400 
      nan       nan     nan       nan       nan     nan       466         2 0.00267 
      nan       nan     nan       nan       nan     nan       467         2 0.00267 
      nan       nan     nan       nan       nan     nan       468         3 0.00400 
      nan       nan     nan       nan       nan     nan       469         2 0.00267 
      nan       nan     nan       nan       nan     nan       470         3 0.00400 
      nan       nan     nan       nan       nan     nan       471         4 0.00533 
      nan       nan     nan       nan       nan     nan       472         4 0.00533 
      nan       nan     nan       nan       nan     nan       473         5 0.00667 
      nan       nan     nan       nan       nan     nan       474         7 0.00933 
      nan       nan     nan       nan       nan     nan       475         5 0.00667 
      nan       nan     nan       nan       nan     nan       476         5 0.00667 
      nan       nan     nan       nan       nan     nan       477         4 0.00533 
      nan       nan     nan       nan       nan     nan       478         3 0.00400 
      nan       nan     nan       nan       nan     nan       479         9 0.01200 
      nan       nan     nan       nan       nan     nan       480         8 0.01067 
      nan       nan     nan       nan       nan     nan       481         4 0.00533 
      nan       nan     nan       nan       nan     nan       482         5 0.00667 
      nan       nan     nan       nan       nan     nan       483        14 0.01867 
      nan       nan     nan       nan       nan     nan       484         9 0.01200 
      nan       nan     nan       nan       nan     nan       485         8 0.01067 
      nan       nan     nan       nan       nan     nan       486        10 0.01333 
      nan       nan     nan       nan       nan     nan       487         9 0.01200 
      nan       nan     nan       nan       nan     nan       488         7 0.00933 
      nan       nan     nan       nan       nan     nan       489         5 0.00667 
      nan       nan     nan       nan       nan     nan       490         8 0.01067 
      nan       nan     nan       nan       nan     nan       491         9 0.01200 
      nan       nan     nan       nan       nan     nan       492         8 0.01067 
      nan       nan     nan       nan       nan     nan       493        18 0.02400 
      nan       nan     nan       nan       nan     nan       494        11 0.01467 
      nan       nan     nan       nan       nan     nan       495        11 0.01467 
      nan       nan     nan       nan       nan     nan       496         9 0.01200 
      nan       nan     nan       nan       nan     nan       497        10 0.01333 
      nan       nan     nan       nan       nan     nan       498        18 0.02400 
      nan       nan     nan       nan       nan     nan       499         8 0.01067 
      nan       nan     nan       nan       nan     nan       500         4 0.00533 
      nan       nan     nan       nan       nan     nan       501        13 0.01733 
      nan       nan     nan       nan       nan     nan       502        13 0.01733 
      nan       nan     nan       nan       nan     nan       503        11 0.01467 
      nan       nan     nan       nan       nan     nan       504         6 0.00800 
      nan       nan     nan       nan       nan     nan       505        16 0.02133 
      nan       nan     nan       nan       nan     nan       506        11 0.01467 
      nan       nan     nan       nan       nan     nan       507        18 0.02400 
      nan       nan     nan       nan       nan     nan       508        10 0.01333 
      nan       nan     nan       nan       nan     nan       509        14 0.01867 
      nan       nan     nan       nan       nan     nan       510        15 0.02000 
      nan       nan     nan       nan       nan     nan       511        17 0.02267 
      nan       nan     nan       nan       nan     nan       512        11 0.01467 
      nan       nan     nan       nan       nan     nan       513        12 0.01600 
      nan       nan     nan       nan       nan     nan       514        13 0.01733 
      nan       nan     nan       nan       nan     nan       515        10 0.01333 
      nan       nan     nan       nan       nan     nan       516        12 0.01600 
      nan       nan     nan       nan       nan     nan       517        18 0.02400 
      nan       nan     nan       nan       nan     nan       518         5 0.00667 
      nan       nan     nan       nan       nan     nan       519        11 0.01467 
      nan       nan     nan       nan       nan     nan       520        12 0.01600 
      nan       nan     nan       nan       nan     nan       521        13 0.01733 
      nan       nan     nan       nan       nan     nan       522        10 0.01333 
      nan       nan     nan       nan       nan     nan       523         7 0.00933 
      nan       nan     nan       nan       nan     nan       524        10 0.01333 
      nan       nan     nan       nan       nan     nan       525         5 0.00667 
      nan       nan     nan       nan       nan     nan       526        11 0.01467 
      nan       nan     nan       nan       nan     nan       527         8 0.01067 
      nan       nan     nan       nan       nan     nan       528        11 0.01467 
      nan       nan     nan       nan       nan     nan       529         5 0.00667 
      nan       nan     nan       nan       nan     nan       530         9 0.01200 
      nan       nan     nan       nan       nan     nan       531         5 0.00667 
      nan       nan     nan       nan       nan     nan       532         6 0.00800 
      nan       nan     nan       nan       nan     nan       533        11 0.01467 
      nan       nan     nan       nan       nan     nan       534         5 0.00667 
      nan       nan     nan       nan       nan     nan       535         5 0.00667 
      nan       nan     nan       nan       nan     nan       536         4 0.00533 
      nan       nan     nan       nan       nan     nan       537         6 0.00800 
      nan       nan     nan       nan       nan     nan       538         5 0.00667 
      nan       nan     nan       nan       nan     nan       539         4 0.00533 
      nan       nan     nan       nan       nan     nan       540         3 0.00400 
      nan       nan     nan       nan       nan     nan       541         6 0.00800 
