#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./megafly_p4_a8_h4_min_sequential_fr0.00_seed99.2026.05.12.12.15_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
        0       378 0.00378         0       378 0.00378       287         1 0.00074 
        1     99622 0.99622         2      1150 0.01150       288         1 0.00074 
      nan       nan     nan         4      4280 0.04280       290         1 0.00074 
      nan       nan     nan         5     94192 0.94192       291         1 0.00074 
      nan       nan     nan       nan       nan     nan       295         1 0.00074 
      nan       nan     nan       nan       nan     nan       296         1 0.00074 
      nan       nan     nan       nan       nan     nan       302         1 0.00074 
      nan       nan     nan       nan       nan     nan       303         1 0.00074 
      nan       nan     nan       nan       nan     nan       305         1 0.00074 
      nan       nan     nan       nan       nan     nan       306         1 0.00074 
      nan       nan     nan       nan       nan     nan       307         1 0.00074 
      nan       nan     nan       nan       nan     nan       308         2 0.00147 
      nan       nan     nan       nan       nan     nan       309         2 0.00147 
      nan       nan     nan       nan       nan     nan       310         4 0.00294 
      nan       nan     nan       nan       nan     nan       311         1 0.00074 
      nan       nan     nan       nan       nan     nan       312         2 0.00147 
      nan       nan     nan       nan       nan     nan       313         1 0.00074 
      nan       nan     nan       nan       nan     nan       314         3 0.00221 
      nan       nan     nan       nan       nan     nan       315         3 0.00221 
      nan       nan     nan       nan       nan     nan       316         4 0.00294 
      nan       nan     nan       nan       nan     nan       318         6 0.00441 
      nan       nan     nan       nan       nan     nan       319         2 0.00147 
      nan       nan     nan       nan       nan     nan       320         3 0.00221 
      nan       nan     nan       nan       nan     nan       321         9 0.00662 
      nan       nan     nan       nan       nan     nan       322         3 0.00221 
      nan       nan     nan       nan       nan     nan       323         5 0.00368 
      nan       nan     nan       nan       nan     nan       324         5 0.00368 
      nan       nan     nan       nan       nan     nan       325         9 0.00662 
      nan       nan     nan       nan       nan     nan       326         7 0.00515 
      nan       nan     nan       nan       nan     nan       327        10 0.00735 
      nan       nan     nan       nan       nan     nan       328         9 0.00662 
      nan       nan     nan       nan       nan     nan       329        11 0.00809 
      nan       nan     nan       nan       nan     nan       330        13 0.00956 
      nan       nan     nan       nan       nan     nan       331         9 0.00662 
      nan       nan     nan       nan       nan     nan       332        13 0.00956 
      nan       nan     nan       nan       nan     nan       333        13 0.00956 
      nan       nan     nan       nan       nan     nan       334        14 0.01029 
      nan       nan     nan       nan       nan     nan       335         9 0.00662 
      nan       nan     nan       nan       nan     nan       336        18 0.01324 
      nan       nan     nan       nan       nan     nan       337        11 0.00809 
      nan       nan     nan       nan       nan     nan       338        23 0.01691 
      nan       nan     nan       nan       nan     nan       339        18 0.01324 
      nan       nan     nan       nan       nan     nan       340        17 0.01250 
      nan       nan     nan       nan       nan     nan       341        19 0.01397 
      nan       nan     nan       nan       nan     nan       342        17 0.01250 
      nan       nan     nan       nan       nan     nan       343        22 0.01618 
      nan       nan     nan       nan       nan     nan       344        15 0.01103 
      nan       nan     nan       nan       nan     nan       345        18 0.01324 
      nan       nan     nan       nan       nan     nan       346        21 0.01544 
      nan       nan     nan       nan       nan     nan       347        19 0.01397 
      nan       nan     nan       nan       nan     nan       348        20 0.01471 
      nan       nan     nan       nan       nan     nan       349        32 0.02353 
      nan       nan     nan       nan       nan     nan       350        25 0.01838 
      nan       nan     nan       nan       nan     nan       351        22 0.01618 
      nan       nan     nan       nan       nan     nan       352        17 0.01250 
      nan       nan     nan       nan       nan     nan       353        22 0.01618 
      nan       nan     nan       nan       nan     nan       354        26 0.01912 
      nan       nan     nan       nan       nan     nan       355        18 0.01324 
      nan       nan     nan       nan       nan     nan       356        24 0.01765 
      nan       nan     nan       nan       nan     nan       357        28 0.02059 
      nan       nan     nan       nan       nan     nan       358        19 0.01397 
      nan       nan     nan       nan       nan     nan       359        24 0.01765 
      nan       nan     nan       nan       nan     nan       360        28 0.02059 
      nan       nan     nan       nan       nan     nan       361        15 0.01103 
      nan       nan     nan       nan       nan     nan       362        21 0.01544 
      nan       nan     nan       nan       nan     nan       363        29 0.02132 
      nan       nan     nan       nan       nan     nan       364        27 0.01985 
      nan       nan     nan       nan       nan     nan       365        26 0.01912 
      nan       nan     nan       nan       nan     nan       366        16 0.01176 
      nan       nan     nan       nan       nan     nan       367        20 0.01471 
      nan       nan     nan       nan       nan     nan       368        24 0.01765 
      nan       nan     nan       nan       nan     nan       369        22 0.01618 
      nan       nan     nan       nan       nan     nan       370        15 0.01103 
      nan       nan     nan       nan       nan     nan       371        29 0.02132 
      nan       nan     nan       nan       nan     nan       372        18 0.01324 
      nan       nan     nan       nan       nan     nan       373        12 0.00882 
      nan       nan     nan       nan       nan     nan       374        18 0.01324 
      nan       nan     nan       nan       nan     nan       375        21 0.01544 
      nan       nan     nan       nan       nan     nan       376        23 0.01691 
      nan       nan     nan       nan       nan     nan       377        17 0.01250 
      nan       nan     nan       nan       nan     nan       378        16 0.01176 
      nan       nan     nan       nan       nan     nan       379        14 0.01029 
      nan       nan     nan       nan       nan     nan       380        16 0.01176 
      nan       nan     nan       nan       nan     nan       381        15 0.01103 
      nan       nan     nan       nan       nan     nan       382        10 0.00735 
      nan       nan     nan       nan       nan     nan       383        13 0.00956 
      nan       nan     nan       nan       nan     nan       384        11 0.00809 
      nan       nan     nan       nan       nan     nan       385        13 0.00956 
      nan       nan     nan       nan       nan     nan       386        12 0.00882 
      nan       nan     nan       nan       nan     nan       387        18 0.01324 
      nan       nan     nan       nan       nan     nan       388         9 0.00662 
      nan       nan     nan       nan       nan     nan       389        10 0.00735 
      nan       nan     nan       nan       nan     nan       390         9 0.00662 
      nan       nan     nan       nan       nan     nan       391        12 0.00882 
      nan       nan     nan       nan       nan     nan       392         8 0.00588 
      nan       nan     nan       nan       nan     nan       393         6 0.00441 
      nan       nan     nan       nan       nan     nan       394         7 0.00515 
      nan       nan     nan       nan       nan     nan       395         7 0.00515 
      nan       nan     nan       nan       nan     nan       396         6 0.00441 
      nan       nan     nan       nan       nan     nan       397         3 0.00221 
      nan       nan     nan       nan       nan     nan       398         6 0.00441 
      nan       nan     nan       nan       nan     nan       399         8 0.00588 
      nan       nan     nan       nan       nan     nan       400         7 0.00515 
      nan       nan     nan       nan       nan     nan       401         1 0.00074 
      nan       nan     nan       nan       nan     nan       402         4 0.00294 
      nan       nan     nan       nan       nan     nan       403         3 0.00221 
      nan       nan     nan       nan       nan     nan       404         4 0.00294 
      nan       nan     nan       nan       nan     nan       405         2 0.00147 
      nan       nan     nan       nan       nan     nan       406         2 0.00147 
      nan       nan     nan       nan       nan     nan       407         2 0.00147 
      nan       nan     nan       nan       nan     nan       408         2 0.00147 
      nan       nan     nan       nan       nan     nan       409         2 0.00147 
