#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./slimfly_p4_a5_h5_min_sequential_fr0.00_seed13.2026.03.14.14.07_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
        0       507 0.00507         0       507 0.00507       277         1 0.00133 
        1     99493 0.99493         2      1541 0.01541       294         1 0.00133 
      nan       nan     nan         3     13785 0.13785       298         1 0.00133 
      nan       nan     nan         4     62282 0.62282       306         1 0.00133 
      nan       nan     nan         5     21885 0.21885       314         1 0.00133 
      nan       nan     nan       nan       nan     nan       321         1 0.00133 
      nan       nan     nan       nan       nan     nan       324         2 0.00267 
      nan       nan     nan       nan       nan     nan       327         1 0.00133 
      nan       nan     nan       nan       nan     nan       328         1 0.00133 
      nan       nan     nan       nan       nan     nan       329         1 0.00133 
      nan       nan     nan       nan       nan     nan       333         1 0.00133 
      nan       nan     nan       nan       nan     nan       338         1 0.00133 
      nan       nan     nan       nan       nan     nan       339         2 0.00267 
      nan       nan     nan       nan       nan     nan       340         1 0.00133 
      nan       nan     nan       nan       nan     nan       341         1 0.00133 
      nan       nan     nan       nan       nan     nan       343         1 0.00133 
      nan       nan     nan       nan       nan     nan       344         2 0.00267 
      nan       nan     nan       nan       nan     nan       346         2 0.00267 
      nan       nan     nan       nan       nan     nan       347         3 0.00400 
      nan       nan     nan       nan       nan     nan       348         1 0.00133 
      nan       nan     nan       nan       nan     nan       349         2 0.00267 
      nan       nan     nan       nan       nan     nan       351         2 0.00267 
      nan       nan     nan       nan       nan     nan       352         1 0.00133 
      nan       nan     nan       nan       nan     nan       353         2 0.00267 
      nan       nan     nan       nan       nan     nan       355         1 0.00133 
      nan       nan     nan       nan       nan     nan       356         1 0.00133 
      nan       nan     nan       nan       nan     nan       357         1 0.00133 
      nan       nan     nan       nan       nan     nan       359         1 0.00133 
      nan       nan     nan       nan       nan     nan       361         1 0.00133 
