#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./megafly_p4_a8_h4_min_sequential_fr0.00_seed42.2026.05.12.12.15_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
        0       388 0.00388         0       388 0.00388       293         1 0.00074 
        1     99612 0.99612         2      1185 0.01185       295         1 0.00074 
      nan       nan     nan         4      4539 0.04539       297         1 0.00074 
      nan       nan     nan         5     93888 0.93888       298         2 0.00147 
      nan       nan     nan       nan       nan     nan       299         1 0.00074 
      nan       nan     nan       nan       nan     nan       301         1 0.00074 
      nan       nan     nan       nan       nan     nan       302         1 0.00074 
      nan       nan     nan       nan       nan     nan       303         1 0.00074 
      nan       nan     nan       nan       nan     nan       304         1 0.00074 
      nan       nan     nan       nan       nan     nan       305         1 0.00074 
      nan       nan     nan       nan       nan     nan       306         2 0.00147 
      nan       nan     nan       nan       nan     nan       307         2 0.00147 
      nan       nan     nan       nan       nan     nan       308         4 0.00294 
      nan       nan     nan       nan       nan     nan       309         4 0.00294 
      nan       nan     nan       nan       nan     nan       310         2 0.00147 
      nan       nan     nan       nan       nan     nan       311         4 0.00294 
      nan       nan     nan       nan       nan     nan       312         5 0.00368 
      nan       nan     nan       nan       nan     nan       314         1 0.00074 
      nan       nan     nan       nan       nan     nan       315         5 0.00368 
      nan       nan     nan       nan       nan     nan       316         6 0.00441 
      nan       nan     nan       nan       nan     nan       317         3 0.00221 
      nan       nan     nan       nan       nan     nan       318         5 0.00368 
      nan       nan     nan       nan       nan     nan       319         4 0.00294 
      nan       nan     nan       nan       nan     nan       320         3 0.00221 
      nan       nan     nan       nan       nan     nan       321         6 0.00441 
      nan       nan     nan       nan       nan     nan       322         6 0.00441 
      nan       nan     nan       nan       nan     nan       323         4 0.00294 
      nan       nan     nan       nan       nan     nan       324         8 0.00588 
      nan       nan     nan       nan       nan     nan       325         8 0.00588 
      nan       nan     nan       nan       nan     nan       326         6 0.00441 
      nan       nan     nan       nan       nan     nan       327         8 0.00588 
      nan       nan     nan       nan       nan     nan       328        12 0.00882 
      nan       nan     nan       nan       nan     nan       329         9 0.00662 
      nan       nan     nan       nan       nan     nan       330         8 0.00588 
      nan       nan     nan       nan       nan     nan       331         9 0.00662 
      nan       nan     nan       nan       nan     nan       332        16 0.01176 
      nan       nan     nan       nan       nan     nan       333        14 0.01029 
      nan       nan     nan       nan       nan     nan       334        11 0.00809 
      nan       nan     nan       nan       nan     nan       335        24 0.01765 
      nan       nan     nan       nan       nan     nan       336         9 0.00662 
      nan       nan     nan       nan       nan     nan       337        13 0.00956 
      nan       nan     nan       nan       nan     nan       338         9 0.00662 
      nan       nan     nan       nan       nan     nan       339        16 0.01176 
      nan       nan     nan       nan       nan     nan       340        16 0.01176 
      nan       nan     nan       nan       nan     nan       341        13 0.00956 
      nan       nan     nan       nan       nan     nan       342        13 0.00956 
      nan       nan     nan       nan       nan     nan       343        21 0.01544 
      nan       nan     nan       nan       nan     nan       344        29 0.02132 
      nan       nan     nan       nan       nan     nan       345        19 0.01397 
      nan       nan     nan       nan       nan     nan       346        19 0.01397 
      nan       nan     nan       nan       nan     nan       347        25 0.01838 
      nan       nan     nan       nan       nan     nan       348        16 0.01176 
      nan       nan     nan       nan       nan     nan       349        29 0.02132 
      nan       nan     nan       nan       nan     nan       350        23 0.01691 
      nan       nan     nan       nan       nan     nan       351        24 0.01765 
      nan       nan     nan       nan       nan     nan       352        22 0.01618 
      nan       nan     nan       nan       nan     nan       353        22 0.01618 
      nan       nan     nan       nan       nan     nan       354        23 0.01691 
      nan       nan     nan       nan       nan     nan       355        26 0.01912 
      nan       nan     nan       nan       nan     nan       356        22 0.01618 
      nan       nan     nan       nan       nan     nan       357        21 0.01544 
      nan       nan     nan       nan       nan     nan       358        26 0.01912 
      nan       nan     nan       nan       nan     nan       359        22 0.01618 
      nan       nan     nan       nan       nan     nan       360        28 0.02059 
      nan       nan     nan       nan       nan     nan       361        16 0.01176 
      nan       nan     nan       nan       nan     nan       362        25 0.01838 
      nan       nan     nan       nan       nan     nan       363        24 0.01765 
      nan       nan     nan       nan       nan     nan       364        14 0.01029 
      nan       nan     nan       nan       nan     nan       365        26 0.01912 
      nan       nan     nan       nan       nan     nan       366        19 0.01397 
      nan       nan     nan       nan       nan     nan       367        27 0.01985 
      nan       nan     nan       nan       nan     nan       368        27 0.01985 
      nan       nan     nan       nan       nan     nan       369        27 0.01985 
      nan       nan     nan       nan       nan     nan       370        28 0.02059 
      nan       nan     nan       nan       nan     nan       371        19 0.01397 
      nan       nan     nan       nan       nan     nan       372        15 0.01103 
      nan       nan     nan       nan       nan     nan       373        13 0.00956 
      nan       nan     nan       nan       nan     nan       374        16 0.01176 
      nan       nan     nan       nan       nan     nan       375        18 0.01324 
      nan       nan     nan       nan       nan     nan       376        20 0.01471 
      nan       nan     nan       nan       nan     nan       377        18 0.01324 
      nan       nan     nan       nan       nan     nan       378        11 0.00809 
      nan       nan     nan       nan       nan     nan       379        11 0.00809 
      nan       nan     nan       nan       nan     nan       380        18 0.01324 
      nan       nan     nan       nan       nan     nan       381        17 0.01250 
      nan       nan     nan       nan       nan     nan       382        17 0.01250 
      nan       nan     nan       nan       nan     nan       383         8 0.00588 
      nan       nan     nan       nan       nan     nan       384        15 0.01103 
      nan       nan     nan       nan       nan     nan       385         9 0.00662 
      nan       nan     nan       nan       nan     nan       386        16 0.01176 
      nan       nan     nan       nan       nan     nan       387        10 0.00735 
      nan       nan     nan       nan       nan     nan       388        14 0.01029 
      nan       nan     nan       nan       nan     nan       389         9 0.00662 
      nan       nan     nan       nan       nan     nan       390         7 0.00515 
      nan       nan     nan       nan       nan     nan       391         9 0.00662 
      nan       nan     nan       nan       nan     nan       392        10 0.00735 
      nan       nan     nan       nan       nan     nan       393         6 0.00441 
      nan       nan     nan       nan       nan     nan       394         4 0.00294 
      nan       nan     nan       nan       nan     nan       395         8 0.00588 
      nan       nan     nan       nan       nan     nan       396         1 0.00074 
      nan       nan     nan       nan       nan     nan       397         6 0.00441 
      nan       nan     nan       nan       nan     nan       398         5 0.00368 
      nan       nan     nan       nan       nan     nan       399         2 0.00147 
      nan       nan     nan       nan       nan     nan       400         4 0.00294 
      nan       nan     nan       nan       nan     nan       401         7 0.00515 
      nan       nan     nan       nan       nan     nan       402         1 0.00074 
      nan       nan     nan       nan       nan     nan       403         3 0.00221 
