#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./slimfly_p9_a11_h11_valiant_sequential_fr0.00_seed13.2026.05.28.11.43_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
        0        39 0.00039         0        39 0.00039        24         1 0.00012 
        1     99961 0.99961         2       353 0.00353        26         1 0.00012 
      nan       nan     nan         3        68 0.00068        27         4 0.00047 
      nan       nan     nan         4      1252 0.01252        28         2 0.00024 
      nan       nan     nan         5     13021 0.13021        29        16 0.00189 
      nan       nan     nan         6     85267 0.85267        30        14 0.00165 
      nan       nan     nan       nan       nan     nan        31        20 0.00236 
      nan       nan     nan       nan       nan     nan        32        36 0.00425 
      nan       nan     nan       nan       nan     nan        33        50 0.00590 
      nan       nan     nan       nan       nan     nan        34        62 0.00732 
      nan       nan     nan       nan       nan     nan        35        85 0.01004 
      nan       nan     nan       nan       nan     nan        36       120 0.01417 
      nan       nan     nan       nan       nan     nan        37       130 0.01535 
      nan       nan     nan       nan       nan     nan        38       153 0.01806 
      nan       nan     nan       nan       nan     nan        39       174 0.02054 
      nan       nan     nan       nan       nan     nan        40       218 0.02574 
      nan       nan     nan       nan       nan     nan        41       224 0.02645 
      nan       nan     nan       nan       nan     nan        42       248 0.02928 
      nan       nan     nan       nan       nan     nan        43       264 0.03117 
      nan       nan     nan       nan       nan     nan        44       261 0.03081 
      nan       nan     nan       nan       nan     nan        45       254 0.02999 
      nan       nan     nan       nan       nan     nan        46       270 0.03188 
      nan       nan     nan       nan       nan     nan        47       278 0.03282 
      nan       nan     nan       nan       nan     nan        48       272 0.03211 
      nan       nan     nan       nan       nan     nan        49       269 0.03176 
      nan       nan     nan       nan       nan     nan        50       216 0.02550 
      nan       nan     nan       nan       nan     nan        51       206 0.02432 
      nan       nan     nan       nan       nan     nan        52       179 0.02113 
      nan       nan     nan       nan       nan     nan        53       161 0.01901 
      nan       nan     nan       nan       nan     nan        54       115 0.01358 
      nan       nan     nan       nan       nan     nan        55       114 0.01346 
      nan       nan     nan       nan       nan     nan        56        95 0.01122 
      nan       nan     nan       nan       nan     nan        57        81 0.00956 
      nan       nan     nan       nan       nan     nan        58        62 0.00732 
      nan       nan     nan       nan       nan     nan        59        41 0.00484 
      nan       nan     nan       nan       nan     nan        60        40 0.00472 
      nan       nan     nan       nan       nan     nan        61        37 0.00437 
      nan       nan     nan       nan       nan     nan        62        29 0.00342 
      nan       nan     nan       nan       nan     nan        63        15 0.00177 
      nan       nan     nan       nan       nan     nan        64        17 0.00201 
      nan       nan     nan       nan       nan     nan        65        18 0.00213 
      nan       nan     nan       nan       nan     nan        66        13 0.00153 
      nan       nan     nan       nan       nan     nan        67        22 0.00260 
      nan       nan     nan       nan       nan     nan        68        14 0.00165 
      nan       nan     nan       nan       nan     nan        69        24 0.00283 
      nan       nan     nan       nan       nan     nan        70        20 0.00236 
      nan       nan     nan       nan       nan     nan        71        19 0.00224 
      nan       nan     nan       nan       nan     nan        72        22 0.00260 
      nan       nan     nan       nan       nan     nan        73        30 0.00354 
      nan       nan     nan       nan       nan     nan        74        21 0.00248 
      nan       nan     nan       nan       nan     nan        75        38 0.00449 
      nan       nan     nan       nan       nan     nan        76        43 0.00508 
      nan       nan     nan       nan       nan     nan        77        39 0.00460 
      nan       nan     nan       nan       nan     nan        78        39 0.00460 
      nan       nan     nan       nan       nan     nan        79        34 0.00401 
      nan       nan     nan       nan       nan     nan        80        32 0.00378 
      nan       nan     nan       nan       nan     nan        81        50 0.00590 
      nan       nan     nan       nan       nan     nan        82        71 0.00838 
      nan       nan     nan       nan       nan     nan        83        45 0.00531 
      nan       nan     nan       nan       nan     nan        84        46 0.00543 
      nan       nan     nan       nan       nan     nan        85        58 0.00685 
      nan       nan     nan       nan       nan     nan        86        54 0.00638 
      nan       nan     nan       nan       nan     nan        87        51 0.00602 
      nan       nan     nan       nan       nan     nan        88        47 0.00555 
      nan       nan     nan       nan       nan     nan        89        60 0.00708 
      nan       nan     nan       nan       nan     nan        90        62 0.00732 
      nan       nan     nan       nan       nan     nan        91        64 0.00756 
      nan       nan     nan       nan       nan     nan        92        62 0.00732 
      nan       nan     nan       nan       nan     nan        93        82 0.00968 
      nan       nan     nan       nan       nan     nan        94        78 0.00921 
      nan       nan     nan       nan       nan     nan        95        82 0.00968 
      nan       nan     nan       nan       nan     nan        96        81 0.00956 
      nan       nan     nan       nan       nan     nan        97        95 0.01122 
      nan       nan     nan       nan       nan     nan        98        94 0.01110 
      nan       nan     nan       nan       nan     nan        99        99 0.01169 
      nan       nan     nan       nan       nan     nan       100        92 0.01086 
      nan       nan     nan       nan       nan     nan       101        94 0.01110 
      nan       nan     nan       nan       nan     nan       102       104 0.01228 
      nan       nan     nan       nan       nan     nan       103       104 0.01228 
      nan       nan     nan       nan       nan     nan       104       107 0.01263 
      nan       nan     nan       nan       nan     nan       105       122 0.01440 
      nan       nan     nan       nan       nan     nan       106        99 0.01169 
      nan       nan     nan       nan       nan     nan       107        83 0.00980 
      nan       nan     nan       nan       nan     nan       108       100 0.01181 
      nan       nan     nan       nan       nan     nan       109        83 0.00980 
      nan       nan     nan       nan       nan     nan       110        99 0.01169 
      nan       nan     nan       nan       nan     nan       111        90 0.01063 
      nan       nan     nan       nan       nan     nan       112        85 0.01004 
      nan       nan     nan       nan       nan     nan       113        76 0.00897 
      nan       nan     nan       nan       nan     nan       114        70 0.00826 
      nan       nan     nan       nan       nan     nan       115        63 0.00744 
      nan       nan     nan       nan       nan     nan       116        65 0.00767 
      nan       nan     nan       nan       nan     nan       117        63 0.00744 
      nan       nan     nan       nan       nan     nan       118        61 0.00720 
      nan       nan     nan       nan       nan     nan       119        37 0.00437 
      nan       nan     nan       nan       nan     nan       120        35 0.00413 
      nan       nan     nan       nan       nan     nan       121        39 0.00460 
      nan       nan     nan       nan       nan     nan       122        22 0.00260 
      nan       nan     nan       nan       nan     nan       123        25 0.00295 
      nan       nan     nan       nan       nan     nan       124        18 0.00213 
      nan       nan     nan       nan       nan     nan       125        19 0.00224 
      nan       nan     nan       nan       nan     nan       126        13 0.00153 
      nan       nan     nan       nan       nan     nan       127        14 0.00165 
      nan       nan     nan       nan       nan     nan       128         8 0.00094 
      nan       nan     nan       nan       nan     nan       129         9 0.00106 
      nan       nan     nan       nan       nan     nan       130        12 0.00142 
      nan       nan     nan       nan       nan     nan       131         5 0.00059 
      nan       nan     nan       nan       nan     nan       132         1 0.00012 
      nan       nan     nan       nan       nan     nan       133         2 0.00024 
      nan       nan     nan       nan       nan     nan       134         1 0.00012 
      nan       nan     nan       nan       nan     nan       135         2 0.00024 
      nan       nan     nan       nan       nan     nan       136         1 0.00012 
      nan       nan     nan       nan       nan     nan       138         1 0.00012 
      nan       nan     nan       nan       nan     nan       141         2 0.00024 
      nan       nan     nan       nan       nan     nan       144         1 0.00012 
