#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./slimfly_p10_a13_h13_min_sequential_fr0.00_seed42.2026.05.12.12.15_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
        0        28 0.00028         0        28 0.00028        10         3 0.00023 
        1     99972 0.99972         2       302 0.00302        12         2 0.00015 
      nan       nan     nan         3      5555 0.05555        13         7 0.00053 
      nan       nan     nan         4     94115 0.94115        14        19 0.00144 
      nan       nan     nan       nan       nan     nan        15        31 0.00235 
      nan       nan     nan       nan       nan     nan        16        39 0.00296 
      nan       nan     nan       nan       nan     nan        17        79 0.00599 
      nan       nan     nan       nan       nan     nan        18       122 0.00926 
      nan       nan     nan       nan       nan     nan        19       173 0.01312 
      nan       nan     nan       nan       nan     nan        20       226 0.01714 
      nan       nan     nan       nan       nan     nan        21       317 0.02405 
      nan       nan     nan       nan       nan     nan        22       365 0.02769 
      nan       nan     nan       nan       nan     nan        23       475 0.03603 
      nan       nan     nan       nan       nan     nan        24       585 0.04438 
      nan       nan     nan       nan       nan     nan        25       637 0.04832 
      nan       nan     nan       nan       nan     nan        26       745 0.05652 
      nan       nan     nan       nan       nan     nan        27       775 0.05879 
      nan       nan     nan       nan       nan     nan        28       937 0.07108 
      nan       nan     nan       nan       nan     nan        29       823 0.06243 
      nan       nan     nan       nan       nan     nan        30       923 0.07002 
      nan       nan     nan       nan       nan     nan        31       818 0.06205 
      nan       nan     nan       nan       nan     nan        32       837 0.06350 
      nan       nan     nan       nan       nan     nan        33       798 0.06054 
      nan       nan     nan       nan       nan     nan        34       652 0.04946 
      nan       nan     nan       nan       nan     nan        35       574 0.04354 
      nan       nan     nan       nan       nan     nan        36       512 0.03884 
      nan       nan     nan       nan       nan     nan        37       375 0.02845 
      nan       nan     nan       nan       nan     nan        38       325 0.02465 
      nan       nan     nan       nan       nan     nan        39       265 0.02010 
      nan       nan     nan       nan       nan     nan        40       201 0.01525 
      nan       nan     nan       nan       nan     nan        41       169 0.01282 
      nan       nan     nan       nan       nan     nan        42       103 0.00781 
      nan       nan     nan       nan       nan     nan        43        78 0.00592 
      nan       nan     nan       nan       nan     nan        44        63 0.00478 
      nan       nan     nan       nan       nan     nan        45        43 0.00326 
      nan       nan     nan       nan       nan     nan        46        22 0.00167 
      nan       nan     nan       nan       nan     nan        47        22 0.00167 
      nan       nan     nan       nan       nan     nan        48        18 0.00137 
      nan       nan     nan       nan       nan     nan        49         6 0.00046 
      nan       nan     nan       nan       nan     nan        50         7 0.00053 
      nan       nan     nan       nan       nan     nan        51         4 0.00030 
      nan       nan     nan       nan       nan     nan        52         2 0.00015 
      nan       nan     nan       nan       nan     nan        54         2 0.00015 
      nan       nan     nan       nan       nan     nan        55         2 0.00015 
      nan       nan     nan       nan       nan     nan        56         1 0.00008 
