#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./slimfly_p3_a3_h3_min_sequential_fr0.00_seed42.2026.05.12.12.15_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
      nan       nan     nan       nan       nan     nan      1813         1 0.00505 
      nan       nan     nan       nan       nan     nan      1814         1 0.00505 
      nan       nan     nan       nan       nan     nan      1816         1 0.00505 
      nan       nan     nan       nan       nan     nan      1817         1 0.00505 
      nan       nan     nan       nan       nan     nan      1818         1 0.00505 
      nan       nan     nan       nan       nan     nan      1819         2 0.01010 
      nan       nan     nan       nan       nan     nan      1820         3 0.01515 
      nan       nan     nan       nan       nan     nan      1821         1 0.00505 
      nan       nan     nan       nan       nan     nan      1822         2 0.01010 
      nan       nan     nan       nan       nan     nan      1824         2 0.01010 
      nan       nan     nan       nan       nan     nan      1827         1 0.00505 
      nan       nan     nan       nan       nan     nan      1828         3 0.01515 
      nan       nan     nan       nan       nan     nan      1830         1 0.00505 
      nan       nan     nan       nan       nan     nan      1832         1 0.00505 
      nan       nan     nan       nan       nan     nan      1835         2 0.01010 
      nan       nan     nan       nan       nan     nan      1836         2 0.01010 
      nan       nan     nan       nan       nan     nan      1837         4 0.02020 
      nan       nan     nan       nan       nan     nan      1838         1 0.00505 
      nan       nan     nan       nan       nan     nan      1839         1 0.00505 
      nan       nan     nan       nan       nan     nan      1840         2 0.01010 
      nan       nan     nan       nan       nan     nan      1844         1 0.00505 
      nan       nan     nan       nan       nan     nan      1845         1 0.00505 
      nan       nan     nan       nan       nan     nan      1846         1 0.00505 
      nan       nan     nan       nan       nan     nan      1848         1 0.00505 
      nan       nan     nan       nan       nan     nan      1851         1 0.00505 
      nan       nan     nan       nan       nan     nan      1852         1 0.00505 
      nan       nan     nan       nan       nan     nan      1853         2 0.01010 
      nan       nan     nan       nan       nan     nan      1854         1 0.00505 
      nan       nan     nan       nan       nan     nan      1855         1 0.00505 
      nan       nan     nan       nan       nan     nan      1856         1 0.00505 
      nan       nan     nan       nan       nan     nan      1860         1 0.00505 
      nan       nan     nan       nan       nan     nan      1861         1 0.00505 
      nan       nan     nan       nan       nan     nan      1862         1 0.00505 
      nan       nan     nan       nan       nan     nan      1863         1 0.00505 
      nan       nan     nan       nan       nan     nan      1864         2 0.01010 
      nan       nan     nan       nan       nan     nan      1869         1 0.00505 
      nan       nan     nan       nan       nan     nan      1870         2 0.01010 
      nan       nan     nan       nan       nan     nan      1872         1 0.00505 
      nan       nan     nan       nan       nan     nan      1873         1 0.00505 
      nan       nan     nan       nan       nan     nan      1884         2 0.01010 
      nan       nan     nan       nan       nan     nan      1886         1 0.00505 
      nan       nan     nan       nan       nan     nan      1887         1 0.00505 
      nan       nan     nan       nan       nan     nan      1943         1 0.00505 
      nan       nan     nan       nan       nan     nan      2089         1 0.00505 
      nan       nan     nan       nan       nan     nan      2113         1 0.00505 
      nan       nan     nan       nan       nan     nan      2115         1 0.00505 
      nan       nan     nan       nan       nan     nan      2119         2 0.01010 
      nan       nan     nan       nan       nan     nan      2124         1 0.00505 
      nan       nan     nan       nan       nan     nan      2125         1 0.00505 
      nan       nan     nan       nan       nan     nan      2129         1 0.00505 
      nan       nan     nan       nan       nan     nan      2130         1 0.00505 
      nan       nan     nan       nan       nan     nan      2131         1 0.00505 
      nan       nan     nan       nan       nan     nan      2132         1 0.00505 
      nan       nan     nan       nan       nan     nan      2133         1 0.00505 
      nan       nan     nan       nan       nan     nan      2134         1 0.00505 
      nan       nan     nan       nan       nan     nan      2137         1 0.00505 
      nan       nan     nan       nan       nan     nan      2142         1 0.00505 
      nan       nan     nan       nan       nan     nan      2144         3 0.01515 
      nan       nan     nan       nan       nan     nan      2145         1 0.00505 
      nan       nan     nan       nan       nan     nan      2148         3 0.01515 
      nan       nan     nan       nan       nan     nan      2149         1 0.00505 
      nan       nan     nan       nan       nan     nan      2150         1 0.00505 
      nan       nan     nan       nan       nan     nan      2154         1 0.00505 
      nan       nan     nan       nan       nan     nan      2158         1 0.00505 
      nan       nan     nan       nan       nan     nan      2159         1 0.00505 
      nan       nan     nan       nan       nan     nan      2161         1 0.00505 
      nan       nan     nan       nan       nan     nan      2163         1 0.00505 
      nan       nan     nan       nan       nan     nan      2165         1 0.00505 
      nan       nan     nan       nan       nan     nan      2167         2 0.01010 
      nan       nan     nan       nan       nan     nan      2168         1 0.00505 
      nan       nan     nan       nan       nan     nan      2170         1 0.00505 
      nan       nan     nan       nan       nan     nan      2171         1 0.00505 
      nan       nan     nan       nan       nan     nan      2175         1 0.00505 
      nan       nan     nan       nan       nan     nan      2178         1 0.00505 
      nan       nan     nan       nan       nan     nan      2180         2 0.01010 
      nan       nan     nan       nan       nan     nan      2181         3 0.01515 
      nan       nan     nan       nan       nan     nan      2182         2 0.01010 
      nan       nan     nan       nan       nan     nan      2196         1 0.00505 
      nan       nan     nan       nan       nan     nan      2197         1 0.00505 
      nan       nan     nan       nan       nan     nan      2198         1 0.00505 
      nan       nan     nan       nan       nan     nan      2206         1 0.00505 
      nan       nan     nan       nan       nan     nan      2207         1 0.00505 
      nan       nan     nan       nan       nan     nan      2230         1 0.00505 
      nan       nan     nan       nan       nan     nan      2236         1 0.00505 
      nan       nan     nan       nan       nan     nan      2241         1 0.00505 
      nan       nan     nan       nan       nan     nan      2243         1 0.00505 
      nan       nan     nan       nan       nan     nan      2298         1 0.00505 
