#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./slimfly_p3_a3_h3_min_sequential_fr0.00_seed42.2026.05.12.12.15_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
        0      1870 0.01870         0      1870 0.01870      1170         1 0.00505 
        1     98130 0.98130         2      3673 0.03673      1176         1 0.00505 
      nan       nan     nan         3     27595 0.27595      1186         1 0.00505 
      nan       nan     nan         4     66862 0.66862      1187         1 0.00505 
      nan       nan     nan       nan       nan     nan      1202         1 0.00505 
      nan       nan     nan       nan       nan     nan      1205         1 0.00505 
      nan       nan     nan       nan       nan     nan      1206         1 0.00505 
      nan       nan     nan       nan       nan     nan      1208         1 0.00505 
      nan       nan     nan       nan       nan     nan      1210         1 0.00505 
      nan       nan     nan       nan       nan     nan      1218         2 0.01010 
      nan       nan     nan       nan       nan     nan      1220         1 0.00505 
      nan       nan     nan       nan       nan     nan      1221         1 0.00505 
      nan       nan     nan       nan       nan     nan      1225         1 0.00505 
      nan       nan     nan       nan       nan     nan      1227         1 0.00505 
      nan       nan     nan       nan       nan     nan      1228         1 0.00505 
      nan       nan     nan       nan       nan     nan      1231         1 0.00505 
      nan       nan     nan       nan       nan     nan      1234         1 0.00505 
      nan       nan     nan       nan       nan     nan      1235         1 0.00505 
      nan       nan     nan       nan       nan     nan      1236         1 0.00505 
      nan       nan     nan       nan       nan     nan      1238         1 0.00505 
      nan       nan     nan       nan       nan     nan      1248         1 0.00505 
      nan       nan     nan       nan       nan     nan      1254         2 0.01010 
      nan       nan     nan       nan       nan     nan      1255         1 0.00505 
      nan       nan     nan       nan       nan     nan      1256         1 0.00505 
      nan       nan     nan       nan       nan     nan      1259         1 0.00505 
      nan       nan     nan       nan       nan     nan      1260         1 0.00505 
      nan       nan     nan       nan       nan     nan      1265         1 0.00505 
      nan       nan     nan       nan       nan     nan      1267         2 0.01010 
      nan       nan     nan       nan       nan     nan      1270         1 0.00505 
      nan       nan     nan       nan       nan     nan      1273         2 0.01010 
      nan       nan     nan       nan       nan     nan      1278         1 0.00505 
      nan       nan     nan       nan       nan     nan      1292         1 0.00505 
      nan       nan     nan       nan       nan     nan      1685         1 0.00505 
      nan       nan     nan       nan       nan     nan      1740         1 0.00505 
      nan       nan     nan       nan       nan     nan      1747         1 0.00505 
      nan       nan     nan       nan       nan     nan      1755         1 0.00505 
      nan       nan     nan       nan       nan     nan      1757         1 0.00505 
      nan       nan     nan       nan       nan     nan      1760         1 0.00505 
      nan       nan     nan       nan       nan     nan      1763         1 0.00505 
      nan       nan     nan       nan       nan     nan      1764         2 0.01010 
      nan       nan     nan       nan       nan     nan      1765         1 0.00505 
      nan       nan     nan       nan       nan     nan      1769         2 0.01010 
      nan       nan     nan       nan       nan     nan      1771         1 0.00505 
      nan       nan     nan       nan       nan     nan      1772         1 0.00505 
      nan       nan     nan       nan       nan     nan      1773         2 0.01010 
      nan       nan     nan       nan       nan     nan      1775         1 0.00505 
      nan       nan     nan       nan       nan     nan      1778         1 0.00505 
      nan       nan     nan       nan       nan     nan      1781         2 0.01010 
      nan       nan     nan       nan       nan     nan      1783         1 0.00505 
      nan       nan     nan       nan       nan     nan      1785         3 0.01515 
      nan       nan     nan       nan       nan     nan      1787         2 0.01010 
      nan       nan     nan       nan       nan     nan      1788         2 0.01010 
      nan       nan     nan       nan       nan     nan      1789         1 0.00505 
      nan       nan     nan       nan       nan     nan      1791         1 0.00505 
      nan       nan     nan       nan       nan     nan      1794         2 0.01010 
      nan       nan     nan       nan       nan     nan      1796         1 0.00505 
      nan       nan     nan       nan       nan     nan      1798         2 0.01010 
      nan       nan     nan       nan       nan     nan      1800         1 0.00505 
      nan       nan     nan       nan       nan     nan      1802         2 0.01010 
      nan       nan     nan       nan       nan     nan      1803         1 0.00505 
      nan       nan     nan       nan       nan     nan      1805         2 0.01010 
      nan       nan     nan       nan       nan     nan      1806         1 0.00505 
      nan       nan     nan       nan       nan     nan      1810         1 0.00505 
      nan       nan     nan       nan       nan     nan      1811         1 0.00505 
      nan       nan     nan       nan       nan     nan      1812         4 0.02020 
