#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./slimfly_p4_a5_h5_valiant_sequential_fr0.00_seed13.2026.05.19.21.22_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
        0       501 0.00501         0       501 0.00501       427         1 0.00133 
        1     99499 0.99499         2      1534 0.01534       434         1 0.00133 
      nan       nan     nan         3       535 0.00535       436         2 0.00267 
      nan       nan     nan         4      5115 0.05115       439         1 0.00133 
      nan       nan     nan         5     23474 0.23474       441         1 0.00133 
      nan       nan     nan         6     68841 0.68841       444         2 0.00267 
      nan       nan     nan       nan       nan     nan       449         2 0.00267 
      nan       nan     nan       nan       nan     nan       450         4 0.00533 
      nan       nan     nan       nan       nan     nan       455         1 0.00133 
      nan       nan     nan       nan       nan     nan       458         1 0.00133 
      nan       nan     nan       nan       nan     nan       459         1 0.00133 
      nan       nan     nan       nan       nan     nan       460         2 0.00267 
      nan       nan     nan       nan       nan     nan       461         1 0.00133 
      nan       nan     nan       nan       nan     nan       462         1 0.00133 
      nan       nan     nan       nan       nan     nan       463         1 0.00133 
      nan       nan     nan       nan       nan     nan       464         1 0.00133 
      nan       nan     nan       nan       nan     nan       465         1 0.00133 
      nan       nan     nan       nan       nan     nan       466         5 0.00667 
      nan       nan     nan       nan       nan     nan       467         9 0.01200 
      nan       nan     nan       nan       nan     nan       468         3 0.00400 
      nan       nan     nan       nan       nan     nan       469         3 0.00400 
      nan       nan     nan       nan       nan     nan       470         4 0.00533 
      nan       nan     nan       nan       nan     nan       471         7 0.00933 
      nan       nan     nan       nan       nan     nan       472         3 0.00400 
      nan       nan     nan       nan       nan     nan       473         5 0.00667 
      nan       nan     nan       nan       nan     nan       474         6 0.00800 
      nan       nan     nan       nan       nan     nan       475         4 0.00533 
      nan       nan     nan       nan       nan     nan       476         4 0.00533 
      nan       nan     nan       nan       nan     nan       477         7 0.00933 
      nan       nan     nan       nan       nan     nan       478         3 0.00400 
      nan       nan     nan       nan       nan     nan       479         1 0.00133 
      nan       nan     nan       nan       nan     nan       480         5 0.00667 
      nan       nan     nan       nan       nan     nan       481         8 0.01067 
      nan       nan     nan       nan       nan     nan       482         3 0.00400 
      nan       nan     nan       nan       nan     nan       483        10 0.01333 
      nan       nan     nan       nan       nan     nan       484         9 0.01200 
      nan       nan     nan       nan       nan     nan       485         1 0.00133 
      nan       nan     nan       nan       nan     nan       486         6 0.00800 
      nan       nan     nan       nan       nan     nan       487         3 0.00400 
      nan       nan     nan       nan       nan     nan       488         8 0.01067 
      nan       nan     nan       nan       nan     nan       489        11 0.01467 
      nan       nan     nan       nan       nan     nan       490         9 0.01200 
      nan       nan     nan       nan       nan     nan       491         7 0.00933 
      nan       nan     nan       nan       nan     nan       492        14 0.01867 
      nan       nan     nan       nan       nan     nan       493         4 0.00533 
      nan       nan     nan       nan       nan     nan       494         4 0.00533 
      nan       nan     nan       nan       nan     nan       495         8 0.01067 
      nan       nan     nan       nan       nan     nan       496         2 0.00267 
      nan       nan     nan       nan       nan     nan       497         9 0.01200 
      nan       nan     nan       nan       nan     nan       498         6 0.00800 
      nan       nan     nan       nan       nan     nan       499         6 0.00800 
      nan       nan     nan       nan       nan     nan       500         8 0.01067 
      nan       nan     nan       nan       nan     nan       501        10 0.01333 
      nan       nan     nan       nan       nan     nan       502         7 0.00933 
      nan       nan     nan       nan       nan     nan       503         5 0.00667 
      nan       nan     nan       nan       nan     nan       504         7 0.00933 
      nan       nan     nan       nan       nan     nan       505         2 0.00267 
      nan       nan     nan       nan       nan     nan       506         3 0.00400 
      nan       nan     nan       nan       nan     nan       507         6 0.00800 
      nan       nan     nan       nan       nan     nan       508         5 0.00667 
      nan       nan     nan       nan       nan     nan       509         8 0.01067 
      nan       nan     nan       nan       nan     nan       510         6 0.00800 
      nan       nan     nan       nan       nan     nan       511         4 0.00533 
      nan       nan     nan       nan       nan     nan       512         7 0.00933 
      nan       nan     nan       nan       nan     nan       513         4 0.00533 
      nan       nan     nan       nan       nan     nan       514         1 0.00133 
      nan       nan     nan       nan       nan     nan       515         2 0.00267 
      nan       nan     nan       nan       nan     nan       516         3 0.00400 
      nan       nan     nan       nan       nan     nan       517         2 0.00267 
      nan       nan     nan       nan       nan     nan       518         7 0.00933 
      nan       nan     nan       nan       nan     nan       519         7 0.00933 
      nan       nan     nan       nan       nan     nan       520        10 0.01333 
      nan       nan     nan       nan       nan     nan       521         3 0.00400 
      nan       nan     nan       nan       nan     nan       522         3 0.00400 
      nan       nan     nan       nan       nan     nan       523         3 0.00400 
      nan       nan     nan       nan       nan     nan       524         2 0.00267 
      nan       nan     nan       nan       nan     nan       525         4 0.00533 
      nan       nan     nan       nan       nan     nan       526         3 0.00400 
      nan       nan     nan       nan       nan     nan       527         2 0.00267 
      nan       nan     nan       nan       nan     nan       528         2 0.00267 
      nan       nan     nan       nan       nan     nan       529         2 0.00267 
      nan       nan     nan       nan       nan     nan       530         2 0.00267 
      nan       nan     nan       nan       nan     nan       531         3 0.00400 
      nan       nan     nan       nan       nan     nan       532         1 0.00133 
      nan       nan     nan       nan       nan     nan       533         2 0.00267 
      nan       nan     nan       nan       nan     nan       534         2 0.00267 
      nan       nan     nan       nan       nan     nan       535         2 0.00267 
      nan       nan     nan       nan       nan     nan       536         2 0.00267 
      nan       nan     nan       nan       nan     nan       538         3 0.00400 
      nan       nan     nan       nan       nan     nan       539         1 0.00133 
      nan       nan     nan       nan       nan     nan       540         7 0.00933 
      nan       nan     nan       nan       nan     nan       541         1 0.00133 
      nan       nan     nan       nan       nan     nan       542         2 0.00267 
      nan       nan     nan       nan       nan     nan       543         2 0.00267 
      nan       nan     nan       nan       nan     nan       544         1 0.00133 
      nan       nan     nan       nan       nan     nan       548         1 0.00133 
      nan       nan     nan       nan       nan     nan       549         2 0.00267 
      nan       nan     nan       nan       nan     nan       550         1 0.00133 
      nan       nan     nan       nan       nan     nan       551         1 0.00133 
      nan       nan     nan       nan       nan     nan       552         1 0.00133 
      nan       nan     nan       nan       nan     nan       558         1 0.00133 
      nan       nan     nan       nan       nan     nan       563         1 0.00133 
      nan       nan     nan       nan       nan     nan       570         2 0.00267 
      nan       nan     nan       nan       nan     nan       924         1 0.00133 
      nan       nan     nan       nan       nan     nan       935         1 0.00133 
      nan       nan     nan       nan       nan     nan       954         1 0.00133 
      nan       nan     nan       nan       nan     nan       955         1 0.00133 
      nan       nan     nan       nan       nan     nan       956         1 0.00133 
      nan       nan     nan       nan       nan     nan       957         1 0.00133 
      nan       nan     nan       nan       nan     nan       958         2 0.00267 
      nan       nan     nan       nan       nan     nan       959         1 0.00133 
      nan       nan     nan       nan       nan     nan       960         1 0.00133 
      nan       nan     nan       nan       nan     nan       962         2 0.00267 
      nan       nan     nan       nan       nan     nan       964         1 0.00133 
      nan       nan     nan       nan       nan     nan       965         2 0.00267 
      nan       nan     nan       nan       nan     nan       966         3 0.00400 
      nan       nan     nan       nan       nan     nan       967         4 0.00533 
      nan       nan     nan       nan       nan     nan       969         1 0.00133 
      nan       nan     nan       nan       nan     nan       970         1 0.00133 
      nan       nan     nan       nan       nan     nan       971         2 0.00267 
      nan       nan     nan       nan       nan     nan       972         1 0.00133 
      nan       nan     nan       nan       nan     nan       974         1 0.00133 
      nan       nan     nan       nan       nan     nan       975         1 0.00133 
      nan       nan     nan       nan       nan     nan       976         3 0.00400 
      nan       nan     nan       nan       nan     nan       977         1 0.00133 
      nan       nan     nan       nan       nan     nan       978         2 0.00267 
      nan       nan     nan       nan       nan     nan       979         2 0.00267 
      nan       nan     nan       nan       nan     nan       980         4 0.00533 
      nan       nan     nan       nan       nan     nan       981         2 0.00267 
      nan       nan     nan       nan       nan     nan       982         4 0.00533 
      nan       nan     nan       nan       nan     nan       983         2 0.00267 
      nan       nan     nan       nan       nan     nan       984         5 0.00667 
      nan       nan     nan       nan       nan     nan       985         4 0.00533 
      nan       nan     nan       nan       nan     nan       986         3 0.00400 
      nan       nan     nan       nan       nan     nan       987         3 0.00400 
      nan       nan     nan       nan       nan     nan       988         3 0.00400 
      nan       nan     nan       nan       nan     nan       989         5 0.00667 
      nan       nan     nan       nan       nan     nan       990         4 0.00533 
      nan       nan     nan       nan       nan     nan       991         5 0.00667 
      nan       nan     nan       nan       nan     nan       992         5 0.00667 
      nan       nan     nan       nan       nan     nan       994         7 0.00933 
      nan       nan     nan       nan       nan     nan       995         4 0.00533 
      nan       nan     nan       nan       nan     nan       996         3 0.00400 
      nan       nan     nan       nan       nan     nan       997         3 0.00400 
      nan       nan     nan       nan       nan     nan       998         3 0.00400 
      nan       nan     nan       nan       nan     nan       999         4 0.00533 
      nan       nan     nan       nan       nan     nan      1000         2 0.00267 
      nan       nan     nan       nan       nan     nan      1001         1 0.00133 
      nan       nan     nan       nan       nan     nan      1002         5 0.00667 
      nan       nan     nan       nan       nan     nan      1003         4 0.00533 
      nan       nan     nan       nan       nan     nan      1004         1 0.00133 
      nan       nan     nan       nan       nan     nan      1005         4 0.00533 
      nan       nan     nan       nan       nan     nan      1006         9 0.01200 
      nan       nan     nan       nan       nan     nan      1007         5 0.00667 
      nan       nan     nan       nan       nan     nan      1008         5 0.00667 
      nan       nan     nan       nan       nan     nan      1009         3 0.00400 
      nan       nan     nan       nan       nan     nan      1010         4 0.00533 
      nan       nan     nan       nan       nan     nan      1011         5 0.00667 
      nan       nan     nan       nan       nan     nan      1012         3 0.00400 
      nan       nan     nan       nan       nan     nan      1013         1 0.00133 
      nan       nan     nan       nan       nan     nan      1014         3 0.00400 
      nan       nan     nan       nan       nan     nan      1015         5 0.00667 
      nan       nan     nan       nan       nan     nan      1016         3 0.00400 
      nan       nan     nan       nan       nan     nan      1017         2 0.00267 
      nan       nan     nan       nan       nan     nan      1018         1 0.00133 
      nan       nan     nan       nan       nan     nan      1019         3 0.00400 
      nan       nan     nan       nan       nan     nan      1020         2 0.00267 
      nan       nan     nan       nan       nan     nan      1021         5 0.00667 
      nan       nan     nan       nan       nan     nan      1022         4 0.00533 
      nan       nan     nan       nan       nan     nan      1023         5 0.00667 
      nan       nan     nan       nan       nan     nan      1024         3 0.00400 
      nan       nan     nan       nan       nan     nan      1025         6 0.00800 
      nan       nan     nan       nan       nan     nan      1026         5 0.00667 
      nan       nan     nan       nan       nan     nan      1028         4 0.00533 
      nan       nan     nan       nan       nan     nan      1029         3 0.00400 
