#WARNING:  Flow-histogram is invalid for n.failures>0 (i.e., this output) in the current version of INRFlow
#Histograms for ./slimfly_p3_a3_h3_min_sequential_fr0.00_seed13.2026.05.12.12.15_hist.dat.
#hi,pi,fi are indices for h, p and f, respectively. *n is normalized so that the bars add up to 1.
#h: Server hop length histogram (server hop path length, number of occurrences)
#p: Path length histogram (path length, number of occurrences)
#f: Flows histogram (number of flows, number of uni-directional links with this many flows)
       hi         h     nh        pi         p     np        fi         f     nf
        0      1887 0.01887         0      1887 0.01887      1133         1 0.00505 
        1     98113 0.98113         2      3708 0.03708      1169         1 0.00505 
      nan       nan     nan         3     27978 0.27978      1187         1 0.00505 
      nan       nan     nan         4     66427 0.66427      1190         1 0.00505 
      nan       nan     nan       nan       nan     nan      1201         2 0.01010 
      nan       nan     nan       nan       nan     nan      1203         1 0.00505 
      nan       nan     nan       nan       nan     nan      1205         1 0.00505 
      nan       nan     nan       nan       nan     nan      1206         1 0.00505 
      nan       nan     nan       nan       nan     nan      1210         1 0.00505 
      nan       nan     nan       nan       nan     nan      1211         2 0.01010 
      nan       nan     nan       nan       nan     nan      1215         1 0.00505 
      nan       nan     nan       nan       nan     nan      1216         1 0.00505 
      nan       nan     nan       nan       nan     nan      1217         1 0.00505 
      nan       nan     nan       nan       nan     nan      1218         2 0.01010 
      nan       nan     nan       nan       nan     nan      1221         1 0.00505 
      nan       nan     nan       nan       nan     nan      1226         1 0.00505 
      nan       nan     nan       nan       nan     nan      1234         1 0.00505 
      nan       nan     nan       nan       nan     nan      1235         1 0.00505 
      nan       nan     nan       nan       nan     nan      1238         1 0.00505 
      nan       nan     nan       nan       nan     nan      1243         1 0.00505 
      nan       nan     nan       nan       nan     nan      1244         1 0.00505 
      nan       nan     nan       nan       nan     nan      1250         1 0.00505 
      nan       nan     nan       nan       nan     nan      1255         1 0.00505 
      nan       nan     nan       nan       nan     nan      1256         1 0.00505 
      nan       nan     nan       nan       nan     nan      1258         1 0.00505 
      nan       nan     nan       nan       nan     nan      1262         1 0.00505 
      nan       nan     nan       nan       nan     nan      1273         1 0.00505 
      nan       nan     nan       nan       nan     nan      1280         1 0.00505 
      nan       nan     nan       nan       nan     nan      1294         1 0.00505 
      nan       nan     nan       nan       nan     nan      1300         1 0.00505 
      nan       nan     nan       nan       nan     nan      1304         1 0.00505 
      nan       nan     nan       nan       nan     nan      1308         1 0.00505 
      nan       nan     nan       nan       nan     nan      1311         1 0.00505 
      nan       nan     nan       nan       nan     nan      1712         1 0.00505 
      nan       nan     nan       nan       nan     nan      1714         2 0.01010 
      nan       nan     nan       nan       nan     nan      1716         1 0.00505 
      nan       nan     nan       nan       nan     nan      1720         1 0.00505 
      nan       nan     nan       nan       nan     nan      1721         1 0.00505 
      nan       nan     nan       nan       nan     nan      1734         1 0.00505 
      nan       nan     nan       nan       nan     nan      1740         1 0.00505 
      nan       nan     nan       nan       nan     nan      1741         1 0.00505 
      nan       nan     nan       nan       nan     nan      1743         1 0.00505 
      nan       nan     nan       nan       nan     nan      1746         1 0.00505 
      nan       nan     nan       nan       nan     nan      1750         1 0.00505 
      nan       nan     nan       nan       nan     nan      1753         1 0.00505 
      nan       nan     nan       nan       nan     nan      1757         1 0.00505 
      nan       nan     nan       nan       nan     nan      1761         1 0.00505 
      nan       nan     nan       nan       nan     nan      1771         1 0.00505 
      nan       nan     nan       nan       nan     nan      1772         1 0.00505 
      nan       nan     nan       nan       nan     nan      1775         1 0.00505 
      nan       nan     nan       nan       nan     nan      1777         1 0.00505 
      nan       nan     nan       nan       nan     nan      1779         2 0.01010 
      nan       nan     nan       nan       nan     nan      1783         1 0.00505 
      nan       nan     nan       nan       nan     nan      1786         1 0.00505 
      nan       nan     nan       nan       nan     nan      1787         1 0.00505 
      nan       nan     nan       nan       nan     nan      1788         1 0.00505 
      nan       nan     nan       nan       nan     nan      1789         1 0.00505 
      nan       nan     nan       nan       nan     nan      1792         1 0.00505 
      nan       nan     nan       nan       nan     nan      1793         2 0.01010 
      nan       nan     nan       nan       nan     nan      1796         3 0.01515 
      nan       nan     nan       nan       nan     nan      1797         2 0.01010 
      nan       nan     nan       nan       nan     nan      1798         2 0.01010 
      nan       nan     nan       nan       nan     nan      1801         1 0.00505 
      nan       nan     nan       nan       nan     nan      1803         1 0.00505 
      nan       nan     nan       nan       nan     nan      1804         1 0.00505 
      nan       nan     nan       nan       nan     nan      1806         2 0.01010 
      nan       nan     nan       nan       nan     nan      1807         1 0.00505 
      nan       nan     nan       nan       nan     nan      1809         1 0.00505 
      nan       nan     nan       nan       nan     nan      1811         1 0.00505 
      nan       nan     nan       nan       nan     nan      1812         3 0.01515 
      nan       nan     nan       nan       nan     nan      1813         1 0.00505 
      nan       nan     nan       nan       nan     nan      1814         3 0.01515 
      nan       nan     nan       nan       nan     nan      1815         2 0.01010 
      nan       nan     nan       nan       nan     nan      1817         1 0.00505 
      nan       nan     nan       nan       nan     nan      1819         1 0.00505 
      nan       nan     nan       nan       nan     nan      1820         2 0.01010 
      nan       nan     nan       nan       nan     nan      1822         1 0.00505 
      nan       nan     nan       nan       nan     nan      1824         2 0.01010 
      nan       nan     nan       nan       nan     nan      1826         1 0.00505 
      nan       nan     nan       nan       nan     nan      1827         1 0.00505 
      nan       nan     nan       nan       nan     nan      1828         2 0.01010 
      nan       nan     nan       nan       nan     nan      1829         2 0.01010 
      nan       nan     nan       nan       nan     nan      1830         4 0.02020 
      nan       nan     nan       nan       nan     nan      1834         1 0.00505 
      nan       nan     nan       nan       nan     nan      1838         1 0.00505 
      nan       nan     nan       nan       nan     nan      1839         1 0.00505 
      nan       nan     nan       nan       nan     nan      1841         1 0.00505 
      nan       nan     nan       nan       nan     nan      1844         2 0.01010 
      nan       nan     nan       nan       nan     nan      1845         1 0.00505 
      nan       nan     nan       nan       nan     nan      1849         1 0.00505 
      nan       nan     nan       nan       nan     nan      1854         3 0.01515 
      nan       nan     nan       nan       nan     nan      1855         2 0.01010 
      nan       nan     nan       nan       nan     nan      1858         2 0.01010 
      nan       nan     nan       nan       nan     nan      1859         2 0.01010 
      nan       nan     nan       nan       nan     nan      1860         2 0.01010 
